2.615000000000000000e+02,2.850000000000000000e+01
2.625000000000000000e+02,2.850000000000000000e+01
2.635000000000000000e+02,2.850000000000000000e+01
2.645000000000000000e+02,2.850000000000000000e+01
2.655000000000000000e+02,2.850000000000000000e+01
2.665000000000000000e+02,2.850000000000000000e+01
2.675000000000000000e+02,2.850000000000000000e+01
2.685000000000000000e+02,2.850000000000000000e+01
2.695000000000000000e+02,2.850000000000000000e+01
2.705000000000000000e+02,2.850000000000000000e+01
2.715000000000000000e+02,2.850000000000000000e+01
2.725000000000000000e+02,2.850000000000000000e+01
2.735000000000000000e+02,2.850000000000000000e+01
2.745000000000000000e+02,2.850000000000000000e+01
2.755000000000000000e+02,2.850000000000000000e+01
2.765000000000000000e+02,2.850000000000000000e+01
2.775000000000000000e+02,2.850000000000000000e+01
2.485000000000000000e+02,2.950000000000000000e+01
2.495000000000000000e+02,2.950000000000000000e+01
2.505000000000000000e+02,2.950000000000000000e+01
2.515000000000000000e+02,2.950000000000000000e+01
2.525000000000000000e+02,2.950000000000000000e+01
2.535000000000000000e+02,2.950000000000000000e+01
2.545000000000000000e+02,2.950000000000000000e+01
2.555000000000000000e+02,2.950000000000000000e+01
2.565000000000000000e+02,2.950000000000000000e+01
2.575000000000000000e+02,2.950000000000000000e+01
2.585000000000000000e+02,2.950000000000000000e+01
2.595000000000000000e+02,2.950000000000000000e+01
2.605000000000000000e+02,2.950000000000000000e+01
2.615000000000000000e+02,2.950000000000000000e+01
2.625000000000000000e+02,2.950000000000000000e+01
2.635000000000000000e+02,2.950000000000000000e+01
2.645000000000000000e+02,2.950000000000000000e+01
2.655000000000000000e+02,2.950000000000000000e+01
2.665000000000000000e+02,2.950000000000000000e+01
2.675000000000000000e+02,2.950000000000000000e+01
2.685000000000000000e+02,2.950000000000000000e+01
2.695000000000000000e+02,2.950000000000000000e+01
2.705000000000000000e+02,2.950000000000000000e+01
2.715000000000000000e+02,2.950000000000000000e+01
2.725000000000000000e+02,2.950000000000000000e+01
2.735000000000000000e+02,2.950000000000000000e+01
2.745000000000000000e+02,2.950000000000000000e+01
2.755000000000000000e+02,2.950000000000000000e+01
2.765000000000000000e+02,2.950000000000000000e+01
2.775000000000000000e+02,2.950000000000000000e+01
2.485000000000000000e+02,3.050000000000000000e+01
2.495000000000000000e+02,3.050000000000000000e+01
2.505000000000000000e+02,3.050000000000000000e+01
2.515000000000000000e+02,3.050000000000000000e+01
2.525000000000000000e+02,3.050000000000000000e+01
2.535000000000000000e+02,3.050000000000000000e+01
2.545000000000000000e+02,3.050000000000000000e+01
2.555000000000000000e+02,3.050000000000000000e+01
2.565000000000000000e+02,3.050000000000000000e+01
2.575000000000000000e+02,3.050000000000000000e+01
2.585000000000000000e+02,3.050000000000000000e+01
2.595000000000000000e+02,3.050000000000000000e+01
2.605000000000000000e+02,3.050000000000000000e+01
2.615000000000000000e+02,3.050000000000000000e+01
2.625000000000000000e+02,3.050000000000000000e+01
2.635000000000000000e+02,3.050000000000000000e+01
2.645000000000000000e+02,3.050000000000000000e+01
2.655000000000000000e+02,3.050000000000000000e+01
2.665000000000000000e+02,3.050000000000000000e+01
2.675000000000000000e+02,3.050000000000000000e+01
2.685000000000000000e+02,3.050000000000000000e+01
2.695000000000000000e+02,3.050000000000000000e+01
2.705000000000000000e+02,3.050000000000000000e+01
2.715000000000000000e+02,3.050000000000000000e+01
2.725000000000000000e+02,3.050000000000000000e+01
2.735000000000000000e+02,3.050000000000000000e+01
2.745000000000000000e+02,3.050000000000000000e+01
2.755000000000000000e+02,3.050000000000000000e+01
2.765000000000000000e+02,3.050000000000000000e+01
2.775000000000000000e+02,3.050000000000000000e+01
2.485000000000000000e+02,3.150000000000000000e+01
2.495000000000000000e+02,3.150000000000000000e+01
2.505000000000000000e+02,3.150000000000000000e+01
2.515000000000000000e+02,3.150000000000000000e+01
2.525000000000000000e+02,3.150000000000000000e+01
2.535000000000000000e+02,3.150000000000000000e+01
2.545000000000000000e+02,3.150000000000000000e+01
2.555000000000000000e+02,3.150000000000000000e+01
2.565000000000000000e+02,3.150000000000000000e+01
2.575000000000000000e+02,3.150000000000000000e+01
2.585000000000000000e+02,3.150000000000000000e+01
2.595000000000000000e+02,3.150000000000000000e+01
2.605000000000000000e+02,3.150000000000000000e+01
2.615000000000000000e+02,3.150000000000000000e+01
2.625000000000000000e+02,3.150000000000000000e+01
2.635000000000000000e+02,3.150000000000000000e+01
2.645000000000000000e+02,3.150000000000000000e+01
2.655000000000000000e+02,3.150000000000000000e+01
2.665000000000000000e+02,3.150000000000000000e+01
2.675000000000000000e+02,3.150000000000000000e+01
2.685000000000000000e+02,3.150000000000000000e+01
2.695000000000000000e+02,3.150000000000000000e+01
2.705000000000000000e+02,3.150000000000000000e+01
2.715000000000000000e+02,3.150000000000000000e+01
2.725000000000000000e+02,3.150000000000000000e+01
2.735000000000000000e+02,3.150000000000000000e+01
2.745000000000000000e+02,3.150000000000000000e+01
2.755000000000000000e+02,3.150000000000000000e+01
2.765000000000000000e+02,3.150000000000000000e+01
2.775000000000000000e+02,3.150000000000000000e+01
2.485000000000000000e+02,3.250000000000000000e+01
2.495000000000000000e+02,3.250000000000000000e+01
2.505000000000000000e+02,3.250000000000000000e+01
2.515000000000000000e+02,3.250000000000000000e+01
2.525000000000000000e+02,3.250000000000000000e+01
2.535000000000000000e+02,3.250000000000000000e+01
2.545000000000000000e+02,3.250000000000000000e+01
2.555000000000000000e+02,3.250000000000000000e+01
2.565000000000000000e+02,3.250000000000000000e+01
2.575000000000000000e+02,3.250000000000000000e+01
2.585000000000000000e+02,3.250000000000000000e+01
2.595000000000000000e+02,3.250000000000000000e+01
2.605000000000000000e+02,3.250000000000000000e+01
2.615000000000000000e+02,3.250000000000000000e+01
2.625000000000000000e+02,3.250000000000000000e+01
2.635000000000000000e+02,3.250000000000000000e+01
2.645000000000000000e+02,3.250000000000000000e+01
2.655000000000000000e+02,3.250000000000000000e+01
2.665000000000000000e+02,3.250000000000000000e+01
2.675000000000000000e+02,3.250000000000000000e+01
2.685000000000000000e+02,3.250000000000000000e+01
2.695000000000000000e+02,3.250000000000000000e+01
2.705000000000000000e+02,3.250000000000000000e+01
2.715000000000000000e+02,3.250000000000000000e+01
2.725000000000000000e+02,3.250000000000000000e+01
2.735000000000000000e+02,3.250000000000000000e+01
2.745000000000000000e+02,3.250000000000000000e+01
2.755000000000000000e+02,3.250000000000000000e+01
2.765000000000000000e+02,3.250000000000000000e+01
2.775000000000000000e+02,3.250000000000000000e+01
2.485000000000000000e+02,3.350000000000000000e+01
2.495000000000000000e+02,3.350000000000000000e+01
2.505000000000000000e+02,3.350000000000000000e+01
2.515000000000000000e+02,3.350000000000000000e+01
2.525000000000000000e+02,3.350000000000000000e+01
2.535000000000000000e+02,3.350000000000000000e+01
2.545000000000000000e+02,3.350000000000000000e+01
2.555000000000000000e+02,3.350000000000000000e+01
2.565000000000000000e+02,3.350000000000000000e+01
2.575000000000000000e+02,3.350000000000000000e+01
2.585000000000000000e+02,3.350000000000000000e+01
2.595000000000000000e+02,3.350000000000000000e+01
2.605000000000000000e+02,3.350000000000000000e+01
2.615000000000000000e+02,3.350000000000000000e+01
2.625000000000000000e+02,3.350000000000000000e+01
2.635000000000000000e+02,3.350000000000000000e+01
2.645000000000000000e+02,3.350000000000000000e+01
2.655000000000000000e+02,3.350000000000000000e+01
2.665000000000000000e+02,3.350000000000000000e+01
2.675000000000000000e+02,3.350000000000000000e+01
2.685000000000000000e+02,3.350000000000000000e+01
2.695000000000000000e+02,3.350000000000000000e+01
2.705000000000000000e+02,3.350000000000000000e+01
2.715000000000000000e+02,3.350000000000000000e+01
2.725000000000000000e+02,3.350000000000000000e+01
2.735000000000000000e+02,3.350000000000000000e+01
2.745000000000000000e+02,3.350000000000000000e+01
2.755000000000000000e+02,3.350000000000000000e+01
2.765000000000000000e+02,3.350000000000000000e+01
2.775000000000000000e+02,3.350000000000000000e+01
2.485000000000000000e+02,3.450000000000000000e+01
2.495000000000000000e+02,3.450000000000000000e+01
2.505000000000000000e+02,3.450000000000000000e+01
2.515000000000000000e+02,3.450000000000000000e+01
2.525000000000000000e+02,3.450000000000000000e+01
2.535000000000000000e+02,3.450000000000000000e+01
2.545000000000000000e+02,3.450000000000000000e+01
2.555000000000000000e+02,3.450000000000000000e+01
2.565000000000000000e+02,3.450000000000000000e+01
2.575000000000000000e+02,3.450000000000000000e+01
2.585000000000000000e+02,3.450000000000000000e+01
2.595000000000000000e+02,3.450000000000000000e+01
2.605000000000000000e+02,3.450000000000000000e+01
2.615000000000000000e+02,3.450000000000000000e+01
2.625000000000000000e+02,3.450000000000000000e+01
2.635000000000000000e+02,3.450000000000000000e+01
2.645000000000000000e+02,3.450000000000000000e+01
2.655000000000000000e+02,3.450000000000000000e+01
2.665000000000000000e+02,3.450000000000000000e+01
2.675000000000000000e+02,3.450000000000000000e+01
2.685000000000000000e+02,3.450000000000000000e+01
2.695000000000000000e+02,3.450000000000000000e+01
2.705000000000000000e+02,3.450000000000000000e+01
2.715000000000000000e+02,3.450000000000000000e+01
2.725000000000000000e+02,3.450000000000000000e+01
2.735000000000000000e+02,3.450000000000000000e+01
2.745000000000000000e+02,3.450000000000000000e+01
2.755000000000000000e+02,3.450000000000000000e+01
2.765000000000000000e+02,3.450000000000000000e+01
2.775000000000000000e+02,3.450000000000000000e+01
2.485000000000000000e+02,3.550000000000000000e+01
2.495000000000000000e+02,3.550000000000000000e+01
2.505000000000000000e+02,3.550000000000000000e+01
2.515000000000000000e+02,3.550000000000000000e+01
2.525000000000000000e+02,3.550000000000000000e+01
2.535000000000000000e+02,3.550000000000000000e+01
2.545000000000000000e+02,3.550000000000000000e+01
2.555000000000000000e+02,3.550000000000000000e+01
2.565000000000000000e+02,3.550000000000000000e+01
2.575000000000000000e+02,3.550000000000000000e+01
2.585000000000000000e+02,3.550000000000000000e+01
2.595000000000000000e+02,3.550000000000000000e+01
2.605000000000000000e+02,3.550000000000000000e+01
2.615000000000000000e+02,3.550000000000000000e+01
2.625000000000000000e+02,3.550000000000000000e+01
2.635000000000000000e+02,3.550000000000000000e+01
2.645000000000000000e+02,3.550000000000000000e+01
2.655000000000000000e+02,3.550000000000000000e+01
2.665000000000000000e+02,3.550000000000000000e+01
2.675000000000000000e+02,3.550000000000000000e+01
2.685000000000000000e+02,3.550000000000000000e+01
2.695000000000000000e+02,3.550000000000000000e+01
2.705000000000000000e+02,3.550000000000000000e+01
2.715000000000000000e+02,3.550000000000000000e+01
2.725000000000000000e+02,3.550000000000000000e+01
2.735000000000000000e+02,3.550000000000000000e+01
2.745000000000000000e+02,3.550000000000000000e+01
2.755000000000000000e+02,3.550000000000000000e+01
2.765000000000000000e+02,3.550000000000000000e+01
2.775000000000000000e+02,3.550000000000000000e+01
2.485000000000000000e+02,3.650000000000000000e+01
2.495000000000000000e+02,3.650000000000000000e+01
2.505000000000000000e+02,3.650000000000000000e+01
2.515000000000000000e+02,3.650000000000000000e+01
2.525000000000000000e+02,3.650000000000000000e+01
2.535000000000000000e+02,3.650000000000000000e+01
2.545000000000000000e+02,3.650000000000000000e+01
2.555000000000000000e+02,3.650000000000000000e+01
2.565000000000000000e+02,3.650000000000000000e+01
2.575000000000000000e+02,3.650000000000000000e+01
2.585000000000000000e+02,3.650000000000000000e+01
2.595000000000000000e+02,3.650000000000000000e+01
2.605000000000000000e+02,3.650000000000000000e+01
2.615000000000000000e+02,3.650000000000000000e+01
2.625000000000000000e+02,3.650000000000000000e+01
2.635000000000000000e+02,3.650000000000000000e+01
2.645000000000000000e+02,3.650000000000000000e+01
2.655000000000000000e+02,3.650000000000000000e+01
2.665000000000000000e+02,3.650000000000000000e+01
2.675000000000000000e+02,3.650000000000000000e+01
2.685000000000000000e+02,3.650000000000000000e+01
2.695000000000000000e+02,3.650000000000000000e+01
2.705000000000000000e+02,3.650000000000000000e+01
2.715000000000000000e+02,3.650000000000000000e+01
2.725000000000000000e+02,3.650000000000000000e+01
2.735000000000000000e+02,3.650000000000000000e+01
2.745000000000000000e+02,3.650000000000000000e+01
2.755000000000000000e+02,3.650000000000000000e+01
2.765000000000000000e+02,3.650000000000000000e+01
2.775000000000000000e+02,3.650000000000000000e+01
